PM2.5,NTC,CT1,CT2,CT3,CT4,temp_max,state,timestamp
12,32.02,26.33,1.67,0.97,0.72,73.52,2,2025-08-26 20:42:10
12,65.22,2.76,70.81,0.55,70.35,88.87,3,2025-08-26 20:42:11
11,32.1,26.27,2.1,0.86,0.71,74.32,2,2025-08-26 20:42:11
12,65.43,2.37,73.41,0.62,72.87,88.93,3,2025-08-26 20:42:12
11,32.32,27.51,1.83,0.86,0.77,75.07,2,2025-08-26 20:42:12
12,32.6,27.94,1.84,0.94,0.66,75.88,2,2025-08-26 20:42:13
11,65.9,2.21,76.37,0.49,75.53,88.91,3,2025-08-26 20:42:13
11,32.78,28.62,2.1,0.81,0.78,76.65,2,2025-08-26 20:42:14
12,66.3,2.73,78.55,0.56,78.16,88.98,3,2025-08-26 20:42:14
12,32.81,29.77,1.64,0.97,0.71,77.53,2,2025-08-26 20:42:15
12,66.8,2.28,81.59,0.59,80.99,89.0,3,2025-08-26 20:42:15
12,67.51,2.27,84.96,0.52,84.09,89.09,3,2025-08-26 20:42:16
12,32.9,29.82,2.16,0.85,0.72,78.28,2,2025-08-26 20:42:16
11,67.71,2.85,87.36,0.58,87.02,89.23,3,2025-08-26 20:42:17
12,32.9,31.33,1.84,0.88,0.78,78.98,2,2025-08-26 20:42:17
13,68.5,2.17,90.65,0.58,90.02,89.34,3,2025-08-26 20:42:18
13,32.9,31.73,1.84,0.96,0.7,79.65,2,2025-08-26 20:42:18
12,68.81,2.41,94.23,0.47,93.45,89.48,3,2025-08-26 20:42:19
12,33.06,32.66,2.13,0.83,0.78,80.34,2,2025-08-26 20:42:19
12,69.2,2.82,97.24,0.62,96.89,89.54,3,2025-08-26 20:42:20
12,33.11,33.83,1.7,0.97,0.71,80.99,2,2025-08-26 20:42:20
12,33.2,34.09,2.21,0.85,0.74,81.49,2,2025-08-26 20:42:21
13,69.98,2.04,101.31,0.54,100.49,89.57,3,2025-08-26 20:42:21
12,70.29,2.57,104.97,0.5,104.3,89.58,3,2025-08-26 20:42:22
12,33.27,35.67,1.81,0.91,0.77,82.11,2,2025-08-26 20:42:22
12,71.0,2.65,108.31,0.59,107.89,89.65,3,2025-08-26 20:42:23
12,33.4,36.02,1.91,0.92,0.7,82.68,2,2025-08-26 20:42:23
12,33.47,37.32,2.01,0.82,0.78,83.27,2,2025-08-26 20:42:24
13,71.33,2.07,112.48,0.48,111.68,89.77,3,2025-08-26 20:42:24
12,72.0,2.68,116.51,0.5,115.93,89.98,3,2025-08-26 20:42:25
12,33.5,38.32,1.65,0.98,0.7,83.83,2,2025-08-26 20:42:25
11,72.6,2.52,120.65,0.58,120.15,89.99,3,2025-08-26 20:42:26
12,33.59,38.88,2.16,0.83,0.73,84.44,2,2025-08-26 20:42:26
12,33.64,40.59,1.66,0.93,0.74,84.92,2,2025-08-26 20:42:27
10,72.9,2.12,125.34,0.47,124.45,89.98,3,2025-08-26 20:42:27
11,73.61,2.71,129.31,0.49,128.84,90.06,3,2025-08-26 20:42:28
12,33.8,40.92,1.65,1.0,0.7,85.46,2,2025-08-26 20:42:28
12,33.95,41.85,1.72,0.91,0.74,85.97,2,2025-08-26 20:42:29
12,73.86,2.39,134.11,0.56,133.56,90.21,3,2025-08-26 20:42:29
13,34.0,42.37,1.9,0.96,0.7,86.47,2,2025-08-26 20:42:30
12,74.4,2.19,138.98,0.46,138.05,90.28,3,2025-08-26 20:42:30
13,34.23,43.67,2.08,0.82,0.79,86.98,2,2025-08-26 20:42:31
12,74.9,2.42,141.22,0.51,140.57,90.21,3,2025-08-26 20:42:31
12,75.4,2.13,144.52,0.51,143.76,90.27,3,2025-08-26 20:42:32
11,34.33,45.07,1.64,0.97,0.7,87.48,2,2025-08-26 20:42:32
12,34.6,45.68,2.18,0.83,0.73,88.04,2,2025-08-26 20:42:33
13,75.87,2.43,149.88,0.42,149.18,90.3,3,2025-08-26 20:42:33
12,76.22,2.73,155.06,0.55,154.66,90.43,3,2025-08-26 20:42:34
12,34.7,47.62,1.7,0.9,0.74,88.48,2,2025-08-26 20:42:34
11,34.8,48.13,1.97,0.92,0.71,88.96,2,2025-08-26 20:42:35
12,77.0,2.0,160.61,0.5,159.75,90.55,3,2025-08-26 20:42:35
13,35.03,49.99,1.99,0.84,0.79,89.5,2,2025-08-26 20:42:36
12,35.12,51.21,1.68,0.96,0.66,90.0,2,2025-08-26 20:42:37
12,35.2,52.12,2.19,0.81,0.75,90.35,2,2025-08-26 20:42:38
11,35.24,54.27,1.67,0.91,0.73,90.82,2,2025-08-26 20:42:39
12,35.3,55.01,2.07,0.89,0.71,91.32,2,2025-08-26 20:42:40
12,35.46,57.2,1.93,0.86,0.78,91.73,2,2025-08-26 20:42:41
12,35.53,58.45,1.79,0.97,0.7,92.21,2,2025-08-26 20:42:42
12,35.8,59.81,2.19,0.84,0.78,92.59,2,2025-08-26 20:42:43
13,35.83,61.85,1.69,0.94,0.72,93.04,2,2025-08-26 20:42:44
11,35.9,62.88,2.11,0.84,0.71,93.33,2,2025-08-26 20:42:45
12,35.97,65.33,1.74,0.89,0.76,93.76,2,2025-08-26 20:42:46
12,36.0,66.54,1.85,0.95,0.7,94.17,2,2025-08-26 20:42:47
12,36.09,68.39,2.1,0.83,0.78,94.56,2,2025-08-26 20:42:48
12,36.17,70.63,1.66,0.98,0.71,95.03,2,2025-08-26 20:42:49
12,36.4,71.9,2.18,0.84,0.73,95.47,2,2025-08-26 20:42:50
12,36.55,74.61,1.78,0.89,0.75,95.95,2,2025-08-26 20:42:51
12,36.7,75.94,1.92,0.93,0.7,96.53,2,2025-08-26 20:42:52
12,37.09,78.35,2.03,0.83,0.79,97.35,3,2025-08-26 20:42:53
11,37.2,80.13,1.63,1.0,0.73,97.82,3,2025-08-26 20:42:54
12,37.56,80.58,1.78,0.98,0.72,99.14,3,2025-08-26 20:42:55
12,37.92,81.02,1.92,0.96,0.71,100.47,3,2025-08-26 20:42:56
12,38.1,83.38,2.12,0.84,0.8,101.6,3,2025-08-26 20:42:57
13,38.33,85.72,1.66,0.99,0.71,102.48,3,2025-08-26 20:42:58
12,38.55,86.6,1.95,1.0,0.7,103.42,3,2025-08-26 20:42:59
12,38.7,87.99,2.17,0.82,0.78,104.34,3,2025-08-26 20:43:00
12,38.75,90.67,1.95,0.89,0.78,105.04,3,2025-08-26 20:43:01
12,38.8,93.24,1.84,0.91,0.78,105.61,3,2025-08-26 20:43:02
12,38.96,95.37,1.96,0.94,0.72,106.27,3,2025-08-26 20:43:03
12,39.0,98.2,2.12,0.88,0.8,106.92,3,2025-08-26 20:43:04
12,39.3,100.89,1.73,1.02,0.73,107.58,3,2025-08-26 20:43:05
12,39.4,103.15,2.24,0.91,0.76,108.16,3,2025-08-26 20:43:06
11,39.6,106.72,1.79,0.96,0.77,108.68,3,2025-08-26 20:43:07
12,40.13,109.12,2.21,0.98,0.74,109.3,3,2025-08-26 20:43:08
12,40.4,112.72,2.04,0.91,0.8,109.88,3,2025-08-26 20:43:09
12,41.3,115.57,1.84,1.02,0.72,110.46,3,2025-08-26 20:43:10
12,41.43,118.21,2.29,0.91,0.79,111.02,3,2025-08-26 20:43:11
12,41.9,122.19,1.81,1.03,0.77,111.57,3,2025-08-26 20:43:12
12,42.29,124.92,2.19,0.96,0.74,112.08,3,2025-08-26 20:43:13
13,42.6,128.92,2.0,0.94,0.8,112.54,3,2025-08-26 20:43:14
12,42.6,131.92,1.93,1.04,0.73,113.03,3,2025-08-26 20:43:15
12,42.62,135.6,2.22,0.9,0.8,113.6,3,2025-08-26 20:43:16
12,42.8,139.74,1.79,1.04,0.74,114.2,3,2025-08-26 20:43:17
12,42.88,142.76,2.29,0.94,0.76,114.67,3,2025-08-26 20:43:18
12,43.0,147.39,1.96,0.98,0.8,115.18,3,2025-08-26 20:43:19
12,43.31,151.05,2.16,1.04,0.77,115.62,3,2025-08-26 20:43:20
13,43.51,155.52,2.3,0.93,0.86,116.09,3,2025-08-26 20:43:21
12,43.9,159.62,1.83,1.1,0.8,116.51,3,2025-08-26 20:43:22
12,27.07,2.1,1.21,0.55,0.41,44.11,0,2025-08-26 20:49:27
13,27.1,2.33,1.42,0.55,0.5,44.06,0,2025-08-26 20:49:28
11,27.1,2.37,1.37,0.55,0.5,43.95,0,2025-08-26 20:49:29
13,27.09,2.87,0.88,0.66,0.44,43.93,0,2025-08-26 20:49:30
12,27.0,2.11,1.22,0.62,0.43,43.92,0,2025-08-26 20:49:31
12,27.04,2.59,1.14,0.56,0.5,43.93,0,2025-08-26 20:49:32
12,27.1,2.76,0.91,0.69,0.44,43.89,0,2025-08-26 20:49:33
12,27.02,2.13,1.31,0.57,0.48,43.81,0,2025-08-26 20:49:34
12,27.0,2.66,1.08,0.56,0.5,43.81,0,2025-08-26 20:49:35
12,27.1,2.48,0.97,0.65,0.4,43.79,0,2025-08-26 20:49:36
13,27.1,2.2,1.4,0.55,0.49,43.8,0,2025-08-26 20:49:37
12,27.1,2.78,1.0,0.57,0.48,43.71,0,2025-08-26 20:49:38
12,27.1,2.38,1.03,0.65,0.4,43.67,0,2025-08-26 20:49:39
12,27.1,2.29,1.37,0.53,0.5,43.65,0,2025-08-26 20:49:40
12,27.1,2.84,0.94,0.65,0.48,43.64,0,2025-08-26 20:49:41
12,27.1,2.19,1.12,0.64,0.43,43.67,0,2025-08-26 20:49:42
12,27.1,2.46,1.23,0.51,0.5,43.67,0,2025-08-26 20:49:43
12,27.1,2.86,0.83,0.68,0.44,43.71,0,2025-08-26 20:49:44
12,27.1,2.13,1.29,0.57,0.47,43.69,0,2025-08-26 20:49:45
12,27.1,2.68,1.13,0.56,0.5,43.67,0,2025-08-26 20:49:46
12,27.1,2.68,0.91,0.7,0.43,43.65,0,2025-08-26 20:49:47
12,27.1,2.09,1.37,0.55,0.48,43.64,0,2025-08-26 20:49:48
12,27.14,2.82,1.03,0.58,0.5,43.63,0,2025-08-26 20:49:49
12,27.2,2.47,0.96,0.65,0.4,43.63,0,2025-08-26 20:49:50
12,27.2,2.17,1.4,0.55,0.49,43.76,0,2025-08-26 20:49:51
13,27.2,2.79,0.93,0.62,0.49,43.74,0,2025-08-26 20:49:52
12,27.2,2.27,1.06,0.64,0.41,43.77,0,2025-08-26 20:49:53
12,27.23,2.33,1.41,0.55,0.5,43.77,0,2025-08-26 20:49:54
12,27.3,2.84,0.8,0.62,0.45,43.8,0,2025-08-26 20:49:55
11,27.36,2.2,1.13,0.65,0.43,43.75,0,2025-08-26 20:49:56
12,27.4,2.42,1.33,0.55,0.5,43.9,0,2025-08-26 20:49:57
12,27.4,2.83,0.8,0.66,0.44,43.9,0,2025-08-26 20:49:58
12,27.43,2.11,1.26,0.58,0.44,43.85,0,2025-08-26 20:49:59
12,27.5,2.58,1.15,0.56,0.5,43.81,0,2025-08-26 20:50:00
12,27.5,2.68,0.91,0.71,0.42,43.79,0,2025-08-26 20:50:01
11,27.5,2.4,1.05,0.55,0.5,43.8,0,2025-08-26 20:50:02
12,27.5,2.79,0.89,0.59,0.47,43.79,0,2025-08-26 20:50:03
13,27.51,2.19,1.11,0.65,0.44,43.78,0,2025-08-26 20:50:04
12,27.6,2.42,1.36,0.55,0.5,43.83,0,2025-08-26 20:50:05
12,27.6,2.84,0.81,0.66,0.46,43.95,0,2025-08-26 20:50:06
12,27.6,2.13,1.26,0.62,0.44,43.98,0,2025-08-26 20:50:07
11,27.6,2.52,1.27,0.56,0.5,44.0,0,2025-08-26 20:50:08
13,27.6,2.73,0.87,0.68,0.44,44.02,0,2025-08-26 20:50:09
12,27.7,2.12,1.3,0.59,0.48,43.94,0,2025-08-26 20:50:10
12,27.7,2.63,1.11,0.58,0.5,43.89,0,2025-08-26 20:50:11
12,27.7,2.54,0.96,0.67,0.41,43.93,0,2025-08-26 20:50:12
11,27.76,2.15,1.35,0.51,0.49,43.93,0,2025-08-26 20:50:13
12,27.8,2.74,0.99,0.59,0.5,43.96,0,2025-08-26 20:50:14
12,27.8,2.42,0.94,0.65,0.41,43.99,0,2025-08-26 20:50:15
11,27.83,2.26,1.38,0.55,0.5,44.03,0,2025-08-26 20:50:16
12,27.9,2.81,0.91,0.61,0.47,44.06,0,2025-08-26 20:50:17
12,27.9,2.26,1.07,0.66,0.42,44.0,0,2025-08-26 20:50:18
12,27.9,2.38,1.34,0.53,0.5,44.03,0,2025-08-26 20:50:19
12,27.9,2.84,0.81,0.64,0.47,44.1,0,2025-08-26 20:50:20
11,27.9,2.14,1.16,0.61,0.44,44.11,0,2025-08-26 20:50:21
12,27.9,2.39,1.33,0.53,0.5,44.12,0,2025-08-26 20:50:22
12,27.9,2.81,0.84,0.66,0.45,44.13,0,2025-08-26 20:50:23
13,27.9,2.08,1.24,0.59,0.47,44.14,0,2025-08-26 20:50:24
13,27.98,2.61,1.14,0.57,0.51,44.09,0,2025-08-26 20:50:25
12,28.0,2.6,0.86,0.65,0.44,44.07,0,2025-08-26 20:50:26
12,28.0,2.13,1.39,0.57,0.47,44.07,0,2025-08-26 20:50:27
12,28.0,2.7,1.04,0.57,0.51,44.09,0,2025-08-26 20:50:28
12,28.0,2.47,1.0,0.65,0.41,44.09,0,2025-08-26 20:50:29
12,28.0,2.16,1.37,0.5,0.5,44.05,0,2025-08-26 20:50:30
12,28.0,2.84,0.99,0.59,0.51,44.05,0,2025-08-26 20:50:31
12,28.0,2.4,0.93,0.65,0.42,44.09,0,2025-08-26 20:50:32
12,28.02,2.55,1.1,0.55,0.52,44.14,0,2025-08-26 20:50:33
12,28.1,2.8,0.83,0.64,0.44,44.13,0,2025-08-26 20:50:34
13,28.1,2.1,1.32,0.61,0.48,44.1,0,2025-08-26 20:50:35
13,28.1,2.64,1.21,0.57,0.52,44.09,0,2025-08-26 20:50:36
12,28.1,2.58,0.92,0.68,0.45,44.09,0,2025-08-26 20:50:37
11,28.1,2.17,1.39,0.56,0.51,44.05,0,2025-08-26 20:50:38
11,28.1,2.69,0.96,0.59,0.52,44.03,0,2025-08-26 20:50:39
13,28.14,2.39,1.02,0.65,0.43,44.08,0,2025-08-26 20:50:40
11,28.2,2.21,1.36,0.51,0.52,44.08,0,2025-08-26 20:50:41
12,28.2,2.78,0.89,0.61,0.51,44.07,0,2025-08-26 20:50:42
12,28.2,2.23,1.09,0.63,0.47,44.07,0,2025-08-26 20:50:43
12,28.2,2.35,1.42,0.55,0.54,44.09,0,2025-08-26 20:50:44
12,28.22,2.86,0.92,0.65,0.5,44.11,0,2025-08-26 20:50:45
12,28.3,2.11,1.2,0.63,0.49,44.06,0,2025-08-26 20:50:46
12,28.3,2.5,1.33,0.53,0.55,44.13,0,2025-08-26 20:50:47
12,28.3,2.78,0.82,0.65,0.49,44.18,0,2025-08-26 20:50:48
12,28.3,2.04,1.25,0.57,0.48,44.23,0,2025-08-26 20:50:49
12,28.31,2.49,1.22,0.53,0.56,44.28,0,2025-08-26 20:50:50
12,28.4,2.58,0.97,0.65,0.47,44.2,0,2025-08-26 20:50:51
12,28.4,2.11,1.35,0.54,0.53,44.33,0,2025-08-26 20:50:52
12,28.4,2.68,1.1,0.58,0.57,44.36,0,2025-08-26 20:50:53
12,28.4,2.46,0.97,0.65,0.48,44.41,0,2025-08-26 20:50:54
12,28.42,2.18,1.47,0.54,0.54,44.34,0,2025-08-26 20:50:55
12,28.6,2.8,0.94,0.58,0.55,44.26,0,2025-08-26 20:50:56
12,28.6,2.25,1.08,0.64,0.48,44.23,0,2025-08-26 20:50:57
12,28.6,2.24,1.4,0.48,0.57,44.28,0,2025-08-26 20:50:58
12,28.6,2.89,0.98,0.62,0.56,44.36,0,2025-08-26 20:50:59
12,28.6,2.16,1.2,0.63,0.52,44.31,0,2025-08-26 20:51:00
12,28.7,2.41,1.41,0.55,0.6,44.29,0,2025-08-26 20:51:01
12,28.7,2.86,0.94,0.62,0.54,44.18,0,2025-08-26 20:51:02
12,28.7,2.13,1.14,0.65,0.51,44.2,0,2025-08-26 20:51:03
12,28.77,2.77,1.02,0.59,0.6,44.2,0,2025-08-26 20:51:04
12,28.8,2.4,1.04,0.65,0.53,44.18,0,2025-08-26 20:51:05
12,28.8,2.21,1.53,0.55,0.62,44.14,0,2025-08-26 20:51:06
12,28.81,2.76,1.0,0.59,0.61,44.12,0,2025-08-26 20:51:07
11,28.9,2.2,1.18,0.62,0.54,44.06,0,2025-08-26 20:51:08
13,28.94,2.31,1.47,0.49,0.64,44.1,0,2025-08-26 20:51:09
11,29.0,2.85,0.99,0.61,0.59,44.25,0,2025-08-26 20:51:10
12,29.0,2.2,1.25,0.62,0.57,44.97,0,2025-08-26 20:51:11
12,29.0,2.4,1.44,0.55,0.66,46.09,0,2025-08-26 20:51:12
12,29.1,2.77,0.99,0.62,0.6,47.25,0,2025-08-26 20:51:13
12,29.1,2.04,1.38,0.57,0.61,48.21,0,2025-08-26 20:51:14
12,29.1,2.55,1.35,0.54,0.68,48.96,0,2025-08-26 20:51:15
12,29.16,2.74,1.05,0.65,0.61,49.55,0,2025-08-26 20:51:16
12,29.2,2.11,1.53,0.57,0.64,50.22,0,2025-08-26 20:51:17
12,29.3,2.66,1.23,0.56,0.69,50.75,0,2025-08-26 20:51:18
12,29.32,2.54,1.14,0.65,0.61,51.21,0,2025-08-26 20:51:19
11,29.4,2.12,1.53,0.51,0.69,51.65,0,2025-08-26 20:51:20
12,29.4,2.71,1.16,0.58,0.72,52.25,0,2025-08-26 20:51:21
12,29.4,2.28,1.22,0.64,0.64,52.71,0,2025-08-26 20:51:22
12,29.49,2.24,1.66,0.55,0.74,53.19,0,2025-08-26 20:51:23
12,29.51,2.79,1.1,0.59,0.71,53.62,0,2025-08-26 20:51:24
12,29.6,2.17,1.31,0.62,0.68,54.13,0,2025-08-26 20:51:25
13,29.64,2.4,1.62,0.49,0.78,54.66,0,2025-08-26 20:51:26
13,29.7,2.86,1.11,0.64,0.74,55.17,0,2025-08-26 20:51:27
12,29.78,2.12,1.52,0.58,0.73,55.57,0,2025-08-26 20:51:28
12,29.8,2.44,1.51,0.52,0.81,56.02,1,2025-08-26 20:51:29
12,29.9,2.77,1.18,0.65,0.76,56.28,1,2025-08-26 20:51:30
12,29.93,2.03,1.62,0.56,0.8,56.73,1,2025-08-26 20:51:31
12,30.0,2.64,1.4,0.54,0.85,57.08,1,2025-08-26 20:51:32
13,30.06,2.62,1.26,0.68,0.77,57.44,1,2025-08-26 20:51:33
12,30.1,1.95,1.42,0.6,0.78,57.92,1,2025-08-26 20:51:34
12,30.37,2.72,1.23,0.61,0.84,58.43,1,2025-08-26 20:51:35
12,30.43,2.2,1.49,0.62,0.81,58.8,1,2025-08-26 20:51:36
12,30.5,2.31,1.75,0.51,0.92,59.11,1,2025-08-26 20:51:37
11,30.61,2.81,1.26,0.61,0.88,59.43,1,2025-08-26 20:51:38
12,30.7,2.09,1.65,0.59,0.88,59.69,1,2025-08-26 20:51:39
12,30.79,2.49,1.62,0.51,0.97,60.11,1,2025-08-26 20:51:40
12,30.84,2.68,1.33,0.67,0.91,60.53,1,2025-08-26 20:51:41
12,31.0,2.08,1.73,0.54,0.97,60.89,1,2025-08-26 20:51:42
12,31.04,2.53,1.59,0.54,1.02,61.16,1,2025-08-26 20:51:43
12,31.1,2.63,1.42,0.68,0.95,61.44,1,2025-08-26 20:51:44
12,31.26,2.13,1.91,0.54,1.04,61.89,1,2025-08-26 20:51:45
12,31.3,2.79,1.53,0.58,1.08,61.95,1,2025-08-26 20:51:46
12,31.3,2.33,1.54,0.64,1.01,62.57,1,2025-08-26 20:51:47
12,31.37,2.22,1.93,0.51,1.11,62.81,1,2025-08-26 20:51:48
11,31.5,2.82,1.49,0.61,1.14,63.17,1,2025-08-26 20:51:49
11,31.69,2.25,1.7,0.61,1.08,63.48,1,2025-08-26 20:51:50
12,31.8,2.22,2.05,0.51,1.21,63.79,1,2025-08-26 20:51:51
12,31.98,2.79,1.53,0.61,1.18,64.22,1,2025-08-26 20:51:52
11,32.04,2.09,1.93,0.59,1.2,64.52,1,2025-08-26 20:51:53
12,32.2,2.53,2.01,0.52,1.29,64.78,1,2025-08-26 20:51:54
12,32.33,2.75,1.61,0.65,1.26,65.09,1,2025-08-26 20:51:55
12,32.4,2.04,2.08,0.56,1.3,65.45,1,2025-08-26 20:51:56
12,32.49,2.52,1.98,0.55,1.39,65.76,1,2025-08-26 20:51:57
12,32.53,2.58,1.76,0.65,1.32,66.03,1,2025-08-26 20:51:58
12,32.8,2.09,2.22,0.5,1.38,66.34,1,2025-08-26 20:51:59
12,32.84,2.63,2.02,0.56,1.49,66.61,1,2025-08-26 20:52:00
13,32.9,2.42,1.98,0.64,1.43,66.83,1,2025-08-26 20:52:01
13,33.16,2.22,2.39,0.5,1.57,67.13,1,2025-08-26 20:52:02
13,33.2,2.85,1.99,0.6,1.59,67.27,1,2025-08-26 20:52:03
12,33.4,2.45,2.1,0.66,1.54,67.6,1,2025-08-26 20:52:04
11,33.8,2.63,2.17,0.55,1.67,67.92,1,2025-08-26 20:52:05
11,33.8,2.76,2.02,0.63,1.64,68.24,1,2025-08-26 20:52:06
11,33.93,2.07,2.51,0.55,1.69,68.53,1,2025-08-26 20:52:07
11,34.0,2.55,2.42,0.55,1.79,68.82,1,2025-08-26 20:52:08
11,34.27,2.62,2.21,0.64,1.75,69.05,1,2025-08-26 20:52:09
12,34.39,2.1,2.73,0.54,1.84,69.29,1,2025-08-26 20:52:10
13,34.59,2.05,2.65,0.59,1.83,70.1,1,2025-08-26 20:52:11
13,34.8,2.0,2.57,0.65,1.83,70.92,1,2025-08-26 20:52:12
12,34.8,2.16,2.78,0.51,1.96,71.34,1,2025-08-26 20:52:13
11,34.88,2.74,2.38,0.59,1.99,71.85,1,2025-08-26 20:52:14
11,34.93,2.2,2.57,0.62,1.97,72.14,1,2025-08-26 20:52:15
11,35.2,2.28,2.95,0.5,2.13,72.49,1,2025-08-26 20:52:16
12,35.3,2.8,2.52,0.61,2.15,72.76,1,2025-08-26 20:52:17
12,35.5,2.16,2.8,0.59,2.16,72.99,1,2025-08-26 20:52:18
12,35.73,2.42,3.11,0.52,2.32,73.13,1,2025-08-26 20:52:19
11,35.82,2.77,2.72,0.65,2.33,73.34,1,2025-08-26 20:52:20
12,36.0,2.03,3.18,0.55,2.41,73.73,1,2025-08-26 20:52:21
12,36.15,2.54,3.22,0.52,2.53,73.9,1,2025-08-26 20:52:22
12,36.4,2.66,2.94,0.65,2.54,73.93,1,2025-08-26 20:52:23
11,36.6,2.04,3.44,0.53,2.64,74.15,1,2025-08-26 20:52:24
12,36.7,2.67,3.33,0.58,2.77,74.29,1,2025-08-26 20:52:25
12,37.0,2.51,3.28,0.65,2.76,74.41,1,2025-08-26 20:52:26
12,37.07,2.11,3.74,0.51,2.91,74.56,1,2025-08-26 20:52:27
12,37.3,2.74,3.42,0.57,3.02,74.85,1,2025-08-26 20:52:28
12,37.41,2.36,3.61,0.63,3.03,75.02,1,2025-08-26 20:52:29
12,37.5,2.2,4.11,0.51,3.21,75.19,1,2025-08-26 20:52:30
12,37.73,2.81,3.69,0.61,3.29,75.32,1,2025-08-26 20:52:31
11,37.83,2.18,3.97,0.62,3.33,75.5,1,2025-08-26 20:52:32
12,38.1,2.31,4.36,0.52,3.54,75.66,1,2025-08-26 20:52:33
12,38.28,2.82,4.0,0.65,3.61,75.8,1,2025-08-26 20:52:34
13,38.5,2.25,4.27,0.65,3.64,75.94,1,2025-08-26 20:52:35
13,38.75,2.57,4.31,0.55,3.81,76.05,1,2025-08-26 20:52:36
12,38.82,2.51,4.31,0.64,3.82,76.21,1,2025-08-26 20:52:37
12,39.0,2.12,4.85,0.49,4.01,76.44,1,2025-08-26 20:52:38
12,39.08,2.68,4.6,0.58,4.16,76.71,1,2025-08-26 20:52:39
12,39.2,2.4,4.77,0.65,4.21,76.95,1,2025-08-26 20:52:40
12,39.47,2.18,5.34,0.49,4.43,77.19,1,2025-08-26 20:52:41
12,39.6,2.87,5.01,0.61,4.58,77.42,1,2025-08-26 20:52:42
12,40.0,2.14,5.3,0.61,4.66,77.61,2,2025-08-26 20:52:43
12,40.05,2.28,5.73,0.48,4.9,77.86,2,2025-08-26 20:52:44
11,40.2,2.81,5.38,0.61,5.02,77.98,2,2025-08-26 20:52:45
13,40.42,2.07,5.83,0.58,5.17,78.18,2,2025-08-26 20:52:46
12,40.6,2.49,6.2,0.53,5.43,78.42,2,2025-08-26 20:52:47
12,40.86,2.7,5.89,0.64,5.54,78.63,2,2025-08-26 20:52:48
12,40.9,2.04,6.53,0.57,5.72,78.82,2,2025-08-26 20:52:49
11,41.2,2.57,6.64,0.52,5.99,78.97,2,2025-08-26 20:52:50
12,41.3,2.57,6.54,0.64,6.11,79.12,2,2025-08-26 20:52:51
12,41.5,2.11,7.2,0.54,6.36,79.32,2,2025-08-26 20:52:52
11,41.72,2.62,7.13,0.57,6.61,79.47,2,2025-08-26 20:52:53
12,41.9,2.5,7.25,0.65,6.75,79.7,2,2025-08-26 20:52:54
13,42.17,2.08,7.89,0.5,7.05,79.85,2,2025-08-26 20:52:55
12,42.27,2.79,7.75,0.59,7.32,80.04,2,2025-08-26 20:52:56
12,42.5,2.23,8.12,0.61,7.5,80.19,2,2025-08-26 20:52:57
12,42.75,2.29,8.68,0.46,7.86,80.34,2,2025-08-26 20:52:58
12,42.9,2.79,8.44,0.6,8.07,80.48,2,2025-08-26 20:52:59
12,43.34,2.17,9.0,0.61,8.32,80.59,2,2025-08-26 20:53:00
12,43.46,2.3,9.47,0.5,8.69,80.69,2,2025-08-26 20:53:01
11,43.9,2.8,9.29,0.6,8.94,80.94,2,2025-08-26 20:53:02
11,44.08,2.07,9.98,0.57,9.25,81.16,2,2025-08-26 20:53:03
12,44.3,2.51,10.32,0.51,9.64,81.31,2,2025-08-26 20:53:04
12,44.75,2.75,10.24,0.64,9.89,81.46,2,2025-08-26 20:53:05
12,44.9,2.1,10.71,0.64,10.08,81.55,2,2025-08-26 20:53:06
12,45.4,2.81,10.74,0.6,10.37,81.74,2,2025-08-26 20:53:07
12,45.57,2.29,11.23,0.62,10.62,81.84,2,2025-08-26 20:53:08
12,45.9,2.26,11.92,0.48,11.09,81.96,2,2025-08-26 20:53:09
11,46.3,2.84,11.85,0.6,11.46,82.05,2,2025-08-26 20:53:10
12,46.5,2.15,12.46,0.59,11.82,82.18,2,2025-08-26 20:53:11
12,46.86,2.38,13.1,0.48,12.31,82.31,2,2025-08-26 20:53:12
12,46.99,2.82,13.07,0.63,12.7,82.48,2,2025-08-26 20:53:13
12,47.3,2.1,13.92,0.56,13.16,82.57,2,2025-08-26 20:53:14
12,47.55,2.45,14.35,0.52,13.68,82.77,2,2025-08-26 20:53:15
11,47.8,2.72,14.49,0.64,14.08,82.97,2,2025-08-26 20:53:16
13,48.24,2.01,15.46,0.56,14.61,83.11,2,2025-08-26 20:53:17
11,48.43,2.64,15.71,0.56,15.2,83.27,2,2025-08-26 20:53:18
12,48.9,2.49,16.13,0.64,15.63,83.46,2,2025-08-26 20:53:19
12,49.08,2.1,17.08,0.5,16.24,83.53,2,2025-08-26 20:53:20
13,49.3,2.74,17.3,0.57,16.86,83.66,2,2025-08-26 20:53:21
12,49.61,2.31,17.95,0.61,17.39,83.87,2,2025-08-26 20:53:22
13,49.76,2.29,18.99,0.5,18.14,84.0,2,2025-08-26 20:53:23
11,50.2,2.74,19.1,0.58,18.73,84.01,2,2025-08-26 20:53:24
12,50.4,2.26,19.95,0.61,19.32,84.21,2,2025-08-26 20:53:25
12,50.8,2.39,20.98,0.5,20.13,84.39,2,2025-08-26 20:53:26
12,51.13,2.79,21.18,0.61,20.84,84.53,2,2025-08-26 20:53:27
12,51.3,2.12,22.28,0.58,21.54,84.66,2,2025-08-26 20:53:28
